"co_id","deal_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"88866-46","37210-42T","Wove","San Francisco, CA","SanFrancisco","CA","{AdTech,""Artificial Intelligence & Machine Learning"",""Big Data"",TMT}","2014-08-01",2014,2,,,"Seed Round",,,0.15,,,"{51006-88,52929-82,106282-54,106259-41,53788-78,231463-45,105976-18,112044-61,106429-78,101274-94,106277-68,105883-57,106401-07,51022-00,115592-86,11268-55,53345-35,53398-54,106637-41}","{""500 Startups"",AngelPad,""Anthony Soohoo"",""Benjamin Narasin"",""Boldstart Ventures"",""Dan Beltramo"",""David McClure"",""Deepak Kamra"",""Eric Kwan"",""First Ascent Associates"",""Jared Kopf"",""Jonah Goodhart"",""Ken Salkin"",""Kima Ventures"",""Nelstone Ventures"",Partech,Rainfall,""Tekton Ventures"",""Thomas Korte""}","{51006-88-None,52929-82-None,""106282-54-Anthony Soohoo"",""106259-41-Benjamin Narasin"",53788-78-None,""231463-45-Dan Beltramo"",""105976-18-David McClure"",""112044-61-Deepak Kamra"",""106429-78-Eric Kwan"",101274-94-None,""106277-68-Jared Kopf"",""105883-57-Jonah Goodhart"",""106401-07-Ken Salkin"",51022-00-None,115592-86-None,""11268-55-Nicolas El Baze"",53345-35-None,53398-54-None,""106637-41-Thomas Korte""}","{NULL,NULL,""Anthony Soohoo"",""Benjamin Narasin"",NULL,""Dan Beltramo"",""David McClure"",""Deepak Kamra"",""Eric Kwan"",NULL,""Jared Kopf"",""Jonah Goodhart"",""Ken Salkin"",NULL,NULL,""Nicolas El Baze"",NULL,NULL,""Thomas Korte""}","{}","{}"
"122366-35","185684-23T","WOW Logistics Company","Neenah, WI","Neenah","WI","{Industrials}",,,2,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"122366-35","64319-23T","WOW Logistics Company","Neenah, WI","Neenah","WI","{Industrials}","2020-06-12",2020,1,,,"Angel (individual)",,,11.32,,,"{}","{}","{}","{}","{}","{}"
"103380-67","60207-13T","Wowboard","Palm Beach, FL","PalmBeach","FL","{Manufacturing}","2015-09-25",2015,2,,,"Bankruptcy: Liquidation",,,,,,"{}","{}","{}","{}","{}","{}"
"103380-67","60207-04T","Wowboard","Palm Beach, FL","PalmBeach","FL","{Manufacturing}","2014-06-09",2014,1,,,"Equity Crowdfunding",,,0.05,,,"{}","{}","{}","{}","{}","{}"
"252939-88","144541-99T","Wowwoodys","Chillicothe, MO","Chillicothe","MO","{}","2020-04-05",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"348031-99","164777-14T","WR Medical Electronics","Maplewood, MN","Maplewood","MN","{Manufacturing}","2020-04-05",2020,2,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"322857-46","148285-18T","wr specialists","Ann Arbor, MI","AnnArbor","MI","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"125636-23","64655-29T","Wranggle","San Francisco, CA","SanFrancisco","CA","{SaaS,TMT}","2015-02-19",2015,1,,,"Seed Round",,,,,,"{42988-78,223959-34,106569-73,461923-57,111720-70,109306-18,109187-02,110078-20,442504-36}","{""Bodley Group"",""Jude Gomila"",""Kevin Mahaffey"",""Mihir Nanavati"",""Sajid Rahman"",""Satish Movva"",""Surender Punia"",""Ted Albrecht"",""Thomson Nguyen""}","{42988-78-None,""223959-34-Jude Gomila"",""106569-73-Kevin Mahaffey"",""461923-57-Mihir Nanavati"",""111720-70-Sajid Rahman"",""109306-18-Satish Movva"",""109187-02-Surender Punia"",""110078-20-Ted Albrecht"",""442504-36-Thomson Nguyen""}","{NULL,""Jude Gomila"",""Kevin Mahaffey"",""Mihir Nanavati"",""Sajid Rahman"",""Satish Movva"",""Surender Punia"",""Ted Albrecht"",""Thomson Nguyen""}","{}","{}"
"353319-76","147666-25T","Wright Contracting Services","Florence, KY","Florence","KY","{}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"149421-88","63250-48T","Vertebration","Columbus, OH","Columbus","OH","{Manufacturing}","2011-03-01",2011,4,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"149421-88","63285-76T","Vertebration","Columbus, OH","Columbus","OH","{Manufacturing}","2006-09-20",2006,1,,,"Angel (individual)",,,0.15,,,"{}","{}","{}","{}","{}","{}"
"149421-88","63287-65T","Vertebration","Columbus, OH","Columbus","OH","{Manufacturing}","2009-11-06",2009,3,,,"Angel (individual)",,,0.65,,,"{}","{}","{}","{}","{}","{}"
"149421-88","63249-58T","Vertebration","Columbus, OH","Columbus","OH","{Manufacturing}","2007-08-01",2007,2,,,"Seed Round",,,0.75,,,"{51485-32}","{""NCT Ventures""}","{51485-32-None}","{NULL}","{}","{}"
"137953-63","143841-97T","Vertical Construction","Irvine, CA","Irvine","CA","{Industrials}","2020-06-16",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"129301-93","61262-20T","Vertice Pharma","New Providence, NJ","NewProvidence","NJ","{Manufacturing}","2015-11-17",2015,1,,,"Platform Creation",,,,,,"{11942-29,10074-61}","{""Ares Capital Corporation BDC (NAS: ARCC)"",""Warburg Pincus""}","{11942-29-None,""10074-61-Fred Hassan""}","{NULL,""Fred Hassan""}","{}","{}"
"128509-12","125777-98T","Kayhan International","Schaumburg, IL","Schaumburg","IL","{Industrials}","2019-10-30",2019,1,,,"Merger/Acquisition",,,,100,1,"{340760-89}","{""BOS Holdings (Roselle)""}","{""340760-89-George Pfeiffer""}","{""George Pfeiffer""}","{}","{}"
"42072-67","129733-57T","Kayne Anderson Energy Development","Houston, TX","Houston","TX","{}","2018-08-03",2018,2,,,"Merger/Acquisition",,,,100,1,"{399479-50}","{""Kayne Anderson MLP Midstream Investment""}","{399479-50-None}","{NULL}","{}","{}"
"12078-19","15848-74T","Kaz Incorporated","Southborough, MA","Southborough","MA","{Manufacturing}","2011-01-03",2011,3,,,"Merger/Acquisition",,271.5,271.5,100,1,"{41338-09}","{""Helen Of Troy (NAS: HELE)""}","{""41338-09-Gerald Rubin""}","{""Gerald Rubin""}","{}","{}"
"54594-01","21605-86T","Kazaam Interactive","Newtown, PA","Newtown","PA","{}","2012-06-05",2012,1,,,"Buyout/LBO",,,,100,3,"{41273-74,42322-06,11316-52}","{""inVentiv Health"",""Liberty Lane Partners"",""Thomas H. Lee Partners""}","{""41273-74-Paul Meister"",42322-06-None,""11316-52-Todd Abbrecht""}","{""Paul Meister"",NULL,""Todd Abbrecht""}","{11295-82F}","{""Thomas H. Lee Equity Partners VI""}"
"112505-50","123153-67T","Kazan Networks","Roseville, CA","Roseville","CA","{TMT}","2019-09-10",2019,3,,,"Merger/Acquisition",,22,22,100,1,"{25768-45}","{""Western Digital Technologies (NAS: WDC)""}","{""25768-45-Phil Bullinger""}","{""Phil Bullinger""}","{}","{}"
"128432-62","84785-50T","KBAK-TV and KBFX-CA","Bakersfield, CA","Bakersfield","CA","{TMT}","2008-01-02",2008,1,,,"Corporate Asset Purchase",,55,55,100,1,"{41301-91}","{""Fisher Communications""}","{""41301-91-Colleen Brown""}","{""Colleen Brown""}","{}","{}"
"146260-00","109155-61T","KBGE Engineering","Austin, TX","Austin","TX","{Industrials}","2018-03-21",2018,1,,,"Merger/Acquisition",,,,100,1,"{227638-72}","{""Civil & Environmental Consultants""}","{""227638-72-Ken Miller""}","{""Ken Miller""}","{}","{}"
"363760-84","132795-91T","KCE","Glen Saint Mary, FL","GlenSaintMary","FL","{}","2020-02-21",2020,1,,,"Buyout/LBO",,,,100,1,"{264632-95}","{""Crown Capital Investments""}","{""264632-95-Christopher Graham""}","{""Christopher Graham""}","{}","{}"
"228113-29","104978-80T","KCETLink Media Group","Burbank, CA","Burbank","CA","{TMT}","2018-10-01",2018,2,,,"Merger/Acquisition",,,,100,1,"{234156-25}","{""Public Media Group of Southern California""}","{""234156-25-Andrew Russell""}","{""Andrew Russell""}","{}","{}"
"332823-97","174959-20T","Kdv Label","Waukesha, WI","Waukesha","WI","{Manufacturing}","2021-06-22",2021,2,,,"Buyout/LBO",,,,100,2,"{10482-49,11294-74}","{""Mason Wells"",""Northstar Capital""}","{10482-49-None,11294-74-None}","{NULL,NULL}","{17546-86F,16494-85F}","{""Mason Wells Buyout Fund V"",""Northstar Mezzanine Partners VII""}"
"267537-97","119112-67T","Keane Insurance Group","Saint Louis, MO","SaintLouis","MO","{}","2019-05-01",2019,1,,,"Buyout/LBO",,,,100,2,"{10023-13,52278-67}","{""ABRY Partners"",""The Hilb Group""}","{""10023-13-Timothy Nickel"",""52278-67-Richard Spiro""}","{""Timothy Nickel"",""Richard Spiro""}","{12984-76F}","{""ABRY Partners Fund VII""}"
"372981-88","145946-17T","Max M Wayman and Associates","Fort Worth, TX","FortWorth","TX","{}","2020-04-13",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"240864-94","148894-57T","Max Motors","Butler, MO","Butler","MO","{}","2020-04-05",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"59890-69","155801-53T","2Checkout","Alpharetta, GA","Alpharetta","GA","{SaaS}","2020-08-01",2020,4,,,"Buyout/LBO",,,,100,3,"{10336-87,10050-49,12082-33}","{""British Columbia Investment Management"",""Francisco Partners"",VeriFone}","{""10336-87-Kelly Chaplan"",""10050-49-Peter Christodoulo"",12082-33-None}","{""Kelly Chaplan"",""Peter Christodoulo"",NULL}","{12488-86F,16947-28F}","{""Francisco Partners III"",""RBC Canadian Core Real Estate Fund""}"
"59890-69","29033-20T","2Checkout","Alpharetta, GA","Alpharetta","GA","{SaaS}","2013-10-07",2013,3,,,"Buyout/LBO",,,,100,1,"{10050-49}","{""Francisco Partners""}","{""10050-49-Nguyen My Le""}","{""Nguyen My Le""}","{12488-86F}","{""Francisco Partners III""}"
"56005-21","87823-54T","2Checkout (Acquired)","Columbus, OH","Columbus","OH","{FinTech,Mobile,""Mobile Commerce"",TMT}","2017-03-01",2017,4,,,"Buyout/LBO",,,,100,2,"{59890-69,10050-49}","{2Checkout,""Francisco Partners""}","{""59890-69-Alex Hart"",""10050-49-Nguyen My Le""}","{""Alex Hart"",""Nguyen My Le""}","{12488-86F}","{""Francisco Partners III""}"
"111722-95","48685-87T","2d3","Irvine, CA","Irvine","CA","{""Artificial Intelligence & Machine Learning"",SaaS,TMT}","2015-04-09",2015,1,,,"Merger/Acquisition",,25,25,100,1,"{52636-24}","{""The Insitu Group""}","{""52636-24-Ryan Hartman""}","{""Ryan Hartman""}","{}","{}"
"12653-65","11325-34T","3 Radio Station","Fargo, ND","Fargo","ND","{TMT}","2000-07-06",2000,1,,,"Buyout/LBO",,46.3,46.3,100,2,"{38425-06,10606-42}","{""Hicks Muse Tate & Furst"",""iHeartMedia (NAS: IHRT)""}","{38425-06-None,10606-42-None}","{NULL,NULL}","{12415-33F}","{""Hicks Muse Tate & Furst Equity Fund IV""}"
"63310-06","35917-48T","3,696-acre row crop farm (Burlington, Colorado)","Burlington, CO","Burlington","CO","{}","2014-04-21",2014,1,,,"Corporate Asset Purchase",,8.75,8.75,100,1,"{62141-23}","{""Farmland Partners (NYS: FPI)""}","{""62141-23-Paul Pittman""}","{""Paul Pittman""}","{}","{}"
"168233-68","78727-60T","300 Mission Street","San Francisco, CA","SanFrancisco","CA","{}","2005-03-15",2005,1,,,"Buyout/LBO",,150,150,100,1,"{10835-11}","{""Beacon Capital Partners""}","{10835-11-None}","{NULL}","{12485-08F}","{""Beacon Capital Strategic Partners III""}"
"229193-20","106735-42T","3120 Fairview Park","Falls Church, VA","FallsChurch","VA","{}","2017-02-23",2017,1,,,"Corporate Asset Purchase",,39,39,100,2,"{166436-02,56364-31}","{""Moore & Associates"",Velocis}","{166436-02-None,""56364-31-Paul Smith""}","{NULL,""Paul Smith""}","{14591-26F}","{""Velocis Fund II""}"
"469749-07","176123-53T","313 Aerospace","Bradenton, FL","Bradenton","FL","{Manufacturing}","2021-01-01",2021,1,,,"Merger/Acquisition",,,,100,1,"{262697-59}","{""Aero-Mach Labs""}","{262697-59-None}","{NULL}","{}","{}"
"233262-10","112259-35T","32,130 square-foot warehouse/office complex","Downtown Columbus, OH","DowntownColumbus","OH","{}","2018-09-24",2018,1,,,"Corporate Asset Purchase",,0.96,0.96,100,1,"{233342-11}","{""Awesome Family Entertainment""}","{""233342-11-Curtis Lovell""}","{""Curtis Lovell""}","{}","{}"
"267062-86","182143-36T","Dr. Stoner's","Charleston, SC","Charleston","SC","{""LOHAS & Wellness""}","2021-10-21",2021,2,,"Angel","Angel (individual)",,,0.42,,,"{}","{}","{}","{}","{}","{}"
"290229-49","146613-43T","Dr. Trey's Children's Dentistry","Fairhope, AL","Fairhope","AL","{}","2020-04-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"361247-23","145279-81T","Dr. Wax Orthodontics PLC","Linden, MI","Linden","MI","{}","2020-05-01",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"86310-37","82230-40T","Dragon Systems","Newton, MA","Newton","MA","{""Artificial Intelligence & Machine Learning"",TMT}","1997-11-04",1997,1,,,"Secondary Transaction - Private",,,,,1,"{11039-14}","{""Seagate Technology (NAS: STX)""}","{""11039-14-Al Shugart""}","{""Al Shugart""}","{}","{}"
"359957-08","151579-09T","Dragoon Brewing Company","Tucson, AZ","Tucson","AZ","{}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"142125-13","145189-18T","Dragoon Technologies","Dayton, OH","Dayton","OH","{TMT}","2020-04-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"133457-86","141231-16T","Blue Sky Supply","Tulsa, OK","Tulsa","OK","{}","2020-04-04",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"83782-72","130329-46T","Blue Triangle","Mechanicsville, VA","Mechanicsville","VA","{""CloudTech & DevOps"",Mobile,SaaS,TMT}","2019-10-29",2019,4,,,"Later Stage VC",,,,,,"{472087-00,121327-48,58289-23}","{""Bruce McClinton"",""Don Aoki"",IrishAngels}","{""472087-00-Bruce McClinton"",""121327-48-Don Aoki"",58289-23-None}","{""Bruce McClinton"",""Don Aoki"",NULL}","{}","{}"
"83782-72","154225-99T","Blue Triangle","Mechanicsville, VA","Mechanicsville","VA","{""CloudTech & DevOps"",Mobile,SaaS,TMT}","2020-04-15",2020,5,,,"Debt - PPP",,,0.59,,,"{}","{}","{}","{}","{}","{}"
"83782-72","179147-35T","Blue Triangle","Mechanicsville, VA","Mechanicsville","VA","{""CloudTech & DevOps"",Mobile,SaaS,TMT}","2021-08-30",2021,6,,,"Secondary Transaction - Private",,,,,,"{}","{}","{}","{}","{}","{}"
"83782-72","115050-70T","Blue Triangle","Mechanicsville, VA","Mechanicsville","VA","{""CloudTech & DevOps"",Mobile,SaaS,TMT}","2018-11-26",2018,3,"Series B",,"Later Stage VC",,,2.1,,,"{58289-23}","{IrishAngels}","{58289-23-None}","{NULL}","{}","{}"
"141160-69","142782-22T","Blue Valley Lutheran Homes Soc","Hebron, NE","Hebron","NE","{}","2020-04-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"455576-41","161611-12T","Blue Valley Spirits","Kremmling, CO","Kremmling","CO","{}","2019-03-12",2019,1,,,"Debt - General",,,0.47,,,"{}","{}","{}","{}","{}","{}"
"253271-71","148691-35T","Blue Williams","Metairie, LA","Metairie","LA","{}","2020-04-10",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"151186-15","88083-46T","Blue Willow Systems","Menlo Park, CA","MenloPark","CA","{""Digital Health"",HealthTech,""LOHAS & Wellness"",TMT,""Wearables & Quantified Self""}","2016-06-16",2016,1,,,"Seed Round",,,2.3,,,"{51161-05,61024-78,150374-17}","{""Big Basin Partners"",""Stanford Angels and Entrepreneurs"",""Umesh Padval""}","{51161-05-None,61024-78-None,""150374-17-Umesh Padval""}","{NULL,NULL,""Umesh Padval""}","{}","{}"
"394214-68","148126-60T","Blue Woods Management Group","Elmsford, NY","Elmsford","NY","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"232021-45","110568-79T","Blue World Voyages","Coral Gables, FL","CoralGables","FL","{""Mobility Tech""}","2018-01-01",2018,2,,,"Seed Round",,,0.45,,,"{}","{}","{}","{}","{}","{}"
"232021-45","110569-15T","Blue World Voyages","Coral Gables, FL","CoralGables","FL","{""Mobility Tech""}","2017-12-01",2017,1,,,"Debt - General",,,0.41,,,"{}","{}","{}","{}","{}","{}"
"232021-45","124247-53T","Blue World Voyages","Coral Gables, FL","CoralGables","FL","{""Mobility Tech""}","2019-06-01",2019,4,,,"Equity Crowdfunding",,,0.17,,,"{}","{}","{}","{}","{}","{}"
"232021-45","110567-98T","Blue World Voyages","Coral Gables, FL","CoralGables","FL","{""Mobility Tech""}","2018-11-23",2018,3,,,"Equity Crowdfunding",,,0.29,,,"{}","{}","{}","{}","{}","{}"
"55099-54","22581-01T","Efficere Technologies","Vancouver, WA","Vancouver","WA","{Manufacturing,SaaS,TMT}","2008-01-14",2008,3,,,"Grant",,,0.02,,,"{}","{}","{}","{}","{}","{}"
"55099-54","24210-28T","Efficere Technologies","Vancouver, WA","Vancouver","WA","{Manufacturing,SaaS,TMT}","2005-12-01",2005,1,,"1st Round","Early Stage VC",,,1.5,,1,"{51004-81}","{""Vencore Capital""}","{51004-81-None}","{NULL}","{}","{}"
"55099-54","32759-74T","Efficere Technologies","Vancouver, WA","Vancouver","WA","{Manufacturing,SaaS,TMT}","2013-06-01",2013,4,,,"Bankruptcy: Liquidation",,,,,,"{}","{}","{}","{}","{}","{}"
"55099-54","22580-92T","Efficere Technologies","Vancouver, WA","Vancouver","WA","{Manufacturing,SaaS,TMT}","2007-09-23",2007,2,,"Angel","Angel (individual)",,,2.4,,,"{}","{}","{}","{}","{}","{}"
"95988-79","58096-27T","Efficient Energy America","Carolina Beach, NC","CarolinaBeach","NC","{Manufacturing}","2012-01-04",2012,3,,"1st Round","Seed Round",,,0.08,,,"{}","{}","{}","{}","{}","{}"
"95988-79","58096-36T","Efficient Energy America","Carolina Beach, NC","CarolinaBeach","NC","{Manufacturing}","2012-08-29",2012,4,"Series A","2nd Round","Seed Round",,,3.31,,,"{}","{}","{}","{}","{}","{}"
"95988-79","58096-45T","Efficient Energy America","Carolina Beach, NC","CarolinaBeach","NC","{Manufacturing}","2013-01-01",2013,5,,,"Bankruptcy: Liquidation",,,,,,"{}","{}","{}","{}","{}","{}"
"254825-29","152076-61T","Efscollects","Yakima, WA","Yakima","WA","{}","2020-04-28",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"125199-37","95374-81T","Efuel EFN (GREY: EFLN)","Wildwood, FL","Wildwood","FL","{CleanTech,TMT}","2018-03-08",2018,3,,,"PIPE",,,1600,,1,"{114164-83}","{""Euro-American Finance Network""}","{""114164-83-Slavoljub Stefanovic""}","{""Slavoljub Stefanovic""}","{}","{}"
"125199-37","65423-44T","Efuel EFN (GREY: EFLN)","Wildwood, FL","Wildwood","FL","{CleanTech,TMT}","2008-02-08",2008,1,,,"Reverse Merger",,,,,1,"{60397-48}","{""Preservation Sciences (PINX: EFLN)""}","{60397-48-None}","{NULL}","{}","{}"
"103934-08","62072-11T","eFuelDepot","Boca Raton, FL","BocaRaton","FL","{TMT}",,,1,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"41451-49","58536-55T","Efunds","Scottsdale, AZ","Scottsdale","AZ","{TMT}","2000-06-27",2000,2,,,"IPO",520,591.5,71.5,,,"{}","{}","{}","{}","{}","{}"
"145357-66","105857-56T","EGC Engineered Solutions","Chardon, OH","Chardon","OH","{Industrials,""Space Technology"",TMT}","2012-06-06",2012,2,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"145357-66","105857-83T","EGC Engineered Solutions","Chardon, OH","Chardon","OH","{Industrials,""Space Technology"",TMT}","2013-10-11",2013,3,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"145357-66","105856-93T","EGC Engineered Solutions","Chardon, OH","Chardon","OH","{Industrials,""Space Technology"",TMT}","2007-09-05",2007,1,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"52865-02","32519-98T","EggCartel","San Francisco, CA","SanFrancisco","CA","{Mobile,TMT}","2013-05-01",2013,2,,,"Bankruptcy: Liquidation",,,,,,"{}","{}","{}","{}","{}","{}"
"52865-02","19577-71T","EggCartel","San Francisco, CA","SanFrancisco","CA","{Mobile,TMT}","2011-06-28",2011,1,,"1st Round","Seed Round",,,1,,4,"{11255-59,10133-20,50980-60,11320-66}","{""BlueRun Ventures"",CRV,""SV Angel"",""Trinity Ventures""}","{11255-59-None,10133-20-None,50980-60-None,11320-66-None}","{NULL,NULL,NULL,NULL}","{11852-65F,11384-65F,13106-71F,11302-93F}","{""BlueRun Ventures IV"",""Charles River Partnership XII"",""SV Angel II"",""Trinity Ventures IX""}"
"146581-48","147473-38T","EGGers Consulting Company","Omaha, NE","Omaha","NE","{}","2020-04-08",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"255121-75","145010-44T","Eggleston And Eggleston","Roanoke, VA","Roanoke","VA","{}","2020-04-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"469937-35","176498-38T","Philanthropy U","Oakland, CA","Oakland","CA","{EdTech}","2021-10-05",2021,1,,,"Merger/Acquisition",,,,100,1,"{56314-36}","{OneValley}","{""56314-36-Nikhil Sinha""}","{""Nikhil Sinha""}","{}","{}"
"431734-87","131971-06T","Philip Law Firm","Spring, TX","Spring","TX","{}","2012-01-01",2012,1,,,"Merger/Acquisition",,,,100,1,"{40805-47}","{Bech-Bruun}","{40805-47-None}","{NULL}","{}","{}"
"10319-41","10108-90T","Phillips-Doby Security Systems","Waynesboro, MS","Waynesboro","MS","{Industrials,Manufacturing}","2004-08-03",2004,1,,,"Buyout/LBO",,,,100,5,"{10043-38,10310-41,10216-45,10200-88,11302-21}","{""BancBoston Capital"",""Harlingwood Equity Partners"",""Heller Financial"",""Interface Security Systems"",""SunTx Capital Partners""}","{10043-38-None,10310-41-None,10216-45-None,""10200-88-Michael Shaw"",""11302-21-Craig Jennings""}","{NULL,NULL,NULL,""Michael Shaw"",""Craig Jennings""}","{10912-33F,11139-58F,12613-78F}","{""BancBoston Fund I"",""Harlingwood Equity Partners"",""SunTx Fulcrum Fund Prime""}"
"51385-42","17746-21T","Phillips-Medisize","Hudson, WI","Hudson","WI","{Industrials,Manufacturing}","2010-12-10",2010,1,,,"Buyout/LBO",,,,100,1,"{10049-68}","{""Kohlberg & Company""}","{""10049-68-Samuel Frieder""}","{""Samuel Frieder""}","{11446-93F}","{""Kohlberg Investors VI""}"
"307523-71","145342-36T","Rbm","Shreveport, LA","Shreveport","LA","{}","2020-04-05",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"230535-19","108403-30T","Phoebe Photovoltaic Solar Project","Winkler, TX","Winkler","TX","{CleanTech,TMT}","2018-07-02",2018,1,,,"Corporate Asset Purchase",,100.19,100.19,100,1,"{13393-99}","{""Innergex Renewable Energy (TSE: INE)""}","{""13393-99-Michel Letellier""}","{""Michel Letellier""}","{}","{}"
